filename,prompt
computer_cert_02.jpg,"Cybersecurity certification Hebrew, Israeli IT professional training diplomas, tech industry credentials framed display"
tutor_work_01.jpg,"Private tutoring session materials, Hebrew textbooks and notebooks, Israeli education professional workspace, learning environment"
tutor_cert_01.jpg,"Hebrew teaching certification diploma, Israeli education ministry credentials, professional tutor qualifications framed"
tutor_work_02.jpg,"Torah study materials organized, Jewish religious texts, Israeli private tutor workspace, educational photography"
tutor_cert_02.jpg,"Rabbinical ordination certificate Hebrew, Israeli teaching credentials, religious education diplomas framed display"
mechanic_work_01.jpg,"Professional car repair completed, Israeli auto mechanic quality work, engine maintenance, clean garage environment photography"
mechanic_cert_01.jpg,"Hebrew automotive certification diploma, Israeli mechanic license, car manufacturer training credentials framed"
mechanic_work_02.jpg,"Brake system repair completed, professional Israeli auto service work, quality car maintenance, mechanic shop photography"
mechanic_cert_02.jpg,"Automotive repair certifications Hebrew, multiple car brand training diplomas, Israeli mechanic credentials framed display"
food_work_01.jpg,"Delicious kosher pizza freshly made, Israeli pizzeria product, authentic Italian style kosher, professional food photography"
food_cert_01.jpg,"Kosher certification Hebrew, Israeli Rabbinate kashrus certificate, badatz hechsher credentials framed display"
food_work_02.jpg,"Beautiful kosher meat display, Israeli butcher shop products, fresh quality meats, professional food photography"
food_cert_02.jpg,"Kosher slaughter certification Hebrew, shechita training diploma, Israeli Rabbinate butcher credentials framed"
clothing_work_01.jpg,"Elegant men suits display, Israeli clothing store Orthodox fashion, quality black suits and white shirts, retail photography"
clothing_cert_01.jpg,"Hebrew business license, Israeli retail store certification, clothing import credentials framed display"
clothing_work_02.jpg,"Beautiful modest women clothing display, tzniut fashion Israeli boutique, elegant dresses and skirts, retail photography"
clothing_cert_02.jpg,"Fashion retail certification Hebrew, Israeli clothing business diploma, professional retail credentials framed"
books_work_01.jpg,"Holy books display seforim, Israeli Judaica store interior, beautiful Hebrew texts organized, religious bookstore photography"
books_cert_01.jpg,"Sofer STaM certification Hebrew, Israeli religious scribe credentials, Torah writing training diploma framed"
books_work_02.jpg,"Tefillin and mezuzah display, quality Israeli Judaica products, STaM professional work, religious items photography"
books_cert_02.jpg,"Judaica dealer certification Hebrew, Israeli religious goods business license, STaM inspection credentials framed"
dentist_work_01.jpg,"Modern dental clinic interior, professional Israeli dentistry equipment, clean treatment room, healthcare facility photography"
dentist_cert_01.jpg,"Hebrew dental license diploma, Israeli dentist certification, dental school graduation credentials framed display"
dentist_work_02.jpg,"Dental treatment result, beautiful smile transformation, Israeli dental work before after, professional dentistry photography"
dentist_cert_02.jpg,"Dental specialization certificates Hebrew, Israeli dental association membership, continuing education diplomas framed"
locksmith_work_01.jpg,"Professional lock installation completed, modern Israeli security door, quality lock mechanism, locksmith work photography"
locksmith_cert_01.jpg,"Hebrew locksmith certification, Israeli security professional diploma, lock picking training credentials framed"
locksmith_work_02.jpg,"Safe installation completed, professional Israeli locksmith work, secure home safe, security service photography"
locksmith_cert_02.jpg,"Security systems certification Hebrew, Israeli locksmith association membership, professional credentials framed display"
tailor_work_01.jpg,"Custom tailored suit completed, elegant black suit Israeli fashion, professional alterations result, menswear photography"
tailor_cert_01.jpg,"Hebrew tailoring certification diploma, Israeli fashion design credentials, sewing training certificate framed"
tailor_work_02.jpg,"Wedding dress alterations completed, beautiful modest bridal gown, Israeli tailor quality work, fashion photography"
tailor_cert_02.jpg,"Fashion alteration certifications Hebrew, Israeli tailoring guild membership, professional dressmaking diplomas framed"
jeweler_work_01.jpg,"Beautiful diamond ring jewelry, Israeli jeweler craftsmanship, elegant engagement ring, professional jewelry photography"
jeweler_cert_01.jpg,"Hebrew gemology certification, Israeli jeweler credentials, diamond grading training diploma framed"
jeweler_work_02.jpg,"Silver Judaica items display, Israeli religious jewelry craftsmanship, kiddush cups and candlesticks, product photography"
jeweler_cert_02.jpg,"Jewelry making certification Hebrew, Israeli precious metals license, gemstone appraisal credentials framed"
